We have 342 topology rules
(DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x320000007f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3d00000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3c00000076 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3200000005 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218 + DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,D172,D19,011000xx,DX,D1,D218)) @ 0x3d00000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3c00000076 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D1,D218 - (DX,DX,DX,DX,DX,DX,D172,D19,D84,D1,DX,DX,DX,DX,D1,D218)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D84,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000042 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,D172,D19,011000xx,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x320000008a <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3d00000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3c0000007e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3200000087 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3d00000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3c0000007e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
545 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3200000007 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217 + DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,D172,D19,011000xx,DX,D1,D217)) @ 0x3d00000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3c0000007e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D1,D217 - (DX,DX,DX,DX,DX,DX,D172,D19,D85,D1,DX,DX,DX,DX,D1,D217)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D85,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000041 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,D172,D19,011000xx,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3200000092 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3d00000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3c00000086 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x320000008f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3d00000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3c00000086 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3200000008 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216 + DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,D172,D19,011000xx,DX,D1,D216)) @ 0x3d00000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3c00000086 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D1,D216 - (DX,DX,DX,DX,DX,DX,D172,D19,D86,D1,DX,DX,DX,DX,D1,D216)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D86,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000040 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,D172,D19,011000xx,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,D172,D19,011000xx,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x32000000aa <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x3d00000033 <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200)) @ 0x3c0000009e <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000033 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x32000000a7 <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,D172,D19,011000xx,DX,D1,D200)) @ 0x3d00000033 <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200)) @ 0x3c0000009e <-- (DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D1,D200 - (DX,DX,DX,DX,DX,DX,D172,D19,D70,D1,DX,DX,DX,DX,D1,D200 + DX,DX,DX,DX,DX,DX,D172,D19,D71,D1,DX,DX,DX,DX,D1,D200)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,0100011x,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000033 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D2 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D2 @ 0xa00000027 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
546 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
