We have 342 topology rules
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0xa0000002c <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x3e0000000b <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x3d00000006 <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x3c0000001f <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000020 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8200000098 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8e00000003 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8d00000059 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8c0000006b <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8400000003 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D0,D22 @ 0x8300000058 <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x820000002a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000020 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8200000097 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8e00000003 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8d00000059 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8c0000006b <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8400000003 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D0,D22 @ 0x8300000058 <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x820000002a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000020 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8200000009 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8e00000003 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 - (DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,D172,D19,001111xx,DX,D1,D145)) @ 0x8d00000059 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8c0000006b <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D1,D145 @ 0x8400000003 <-- DX,DX,DX,DX,DX,DX,D172,D19,D6,DX,DX,DX,DX,DX,D0,D22 @ 0x8300000058 <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0x820000002a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D22 @ 0xc0000000a <-- DX,DX,DX,DX,DX,DX,D172,D19,000xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb00000020 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xa0000002c <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x8e0000000c <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x8d00000006 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x8c00000025 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,D172,D19,011000xx,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x320000009a <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3d00000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3c0000008e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3200000097 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3d00000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3c0000008e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
408 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3200000022 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212 + DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,D172,D19,011000xx,DX,D1,D212)) @ 0x3d00000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3c0000008e <-- (DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D1,D212 - (DX,DX,DX,DX,DX,DX,D172,D19,D64,D1,DX,DX,DX,DX,D1,D212)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D64,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000051 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,D172,D19,011000xx,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x32000000a2 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3d00000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3c00000096 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x320000009f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3d00000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3c00000096 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x320000001a <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210 + DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,D172,D19,011000xx,DX,D1,D210)) @ 0x3d00000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3c00000096 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D1,D210 - (DX,DX,DX,DX,DX,DX,D172,D19,D65,D1,DX,DX,DX,DX,D1,D210)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D65,DX,DX,DX,DX,DX,D0,D22 @ 0x3300000050 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
(DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,D172,D19,011000xx,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x32000000b2 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3e00000002 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196 + DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,D172,D19,011000xx,DX,D1,D196)) @ 0x3d0000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3c000000a6 <-- (DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D1,D196 - (DX,DX,DX,DX,DX,DX,D172,D19,D66,D1,DX,DX,DX,DX,D1,D196)) @ 0x3400000002 <-- DX,DX,DX,DX,DX,DX,D172,D19,D66,DX,DX,DX,DX,DX,D0,D22 @ 0x330000004f <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0x3200000020 <-- (DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D22 - (DX,DX,DX,DX,DX,DX,D172,D19,0100111x,DX,DX,DX,DX,DX,D0,D22)) @ 0xc0000001a <-- DX,DX,DX,DX,DX,DX,D172,D19,010xxxxx,DX,DX,DX,DX,DX,D0,D64 @ 0xb0000001f <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,D0,D64 @ 0xa00000032 <-- DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX,DX
409 [0x7f1f077477c0] FATAL DefaultLoopDetectionLogger null - Loop Detected: after event Add Source (ID1: 1)
